season,name,w,l,era,g,gs,cg,sho,sv,ip,h,r,er,hr,bb,ibb,so,hbp,bk,wp,bf,whip,avg,so/bb
2026,Team Totals,21,13,3.22,34,34,0,3,8,299.0,235,112,107,30,103,4,295,14,2,8,1223,1.13,.214,2.86
