gtm,year,game_date,h,hr,er,so,era,era_cum,h_cum,hr_cum,er_cum,so_cum
53,1968,1968-06-04,3,0,0,8,2.39,2.39,421,22,129,320
54,1968,1968-06-05,6,0,1,12,2.36,2.36,427,22,130,332
55,1968,1968-06-06,6,1,2,8,2.35,2.35,433,23,132,340
56,1968,1968-06-07,4,0,0,4,2.31,2.31,437,23,132,344
57,1968,1968-06-08,6,1,2,7,2.31,2.31,443,24,134,351
58,1968,1968-06-09,4,0,2,6,2.3,2.3,447,24,136,357
59,1968,1968-06-10,5,0,1,10,2.28,2.28,452,24,137,367
60,1968,1968-06-11,11,0,1,3,2.26,2.26,463,24,138,370
61,1968,1968-06-12,9,0,2,3,2.25,2.25,472,24,140,373
62,1968,,7,0,0,3,2.22,2.22,479,24,140,376
63,1968,,4,0,2,9,2.21,2.21,483,24,142,385
64,1968,1968-06-15,10,0,5,8,2.26,2.26,493,24,147,393
65,1968,1968-06-16,8,1,1,5,2.24,2.24,501,25,148,398
66,1968,1968-06-18,8,1,2,7,2.24,2.24,509,26,150,405
67,1968,1968-06-19,8,0,2,11,2.24,2.24,517,26,152,416
68,1968,,13,0,5,1,2.28,2.28,530,26,157,417
69,1968,,8,0,2,5,2.27,2.27,538,26,159,422
70,1968,1968-06-21,9,0,2,1,2.27,2.27,547,26,161,423
71,1968,1968-06-22,7,1,1,5,2.26,2.26,554,27,162,428
72,1968,1968-06-23,9,1,5,7,2.3,2.3,563,28,167,435
73,1968,1968-06-25,9,1,9,6,2.39,2.39,572,29,176,441
74,1968,1968-06-26,2,0,0,6,2.36,2.36,574,29,176,447
75,1968,1968-06-27,9,2,5,9,2.39,2.39,583,31,181,456
76,1968,1968-06-28,8,1,2,8,2.38,2.38,591,32,183,464
77,1968,1968-06-29,8,0,2,3,2.38,2.38,599,32,185,467
78,1968,1968-06-30,5,0,2,3,2.37,2.37,604,32,187,470
79,1968,1968-07-01,10,0,5,5,2.41,2.41,614,32,192,475
80,1968,1968-07-02,8,0,4,6,2.43,2.43,622,32,196,481
81,1968,1968-07-03,10,0,2,6,2.42,2.42,632,32,198,487
82,1968,1968-07-04,10,1,3,8,2.43,2.43,642,33,201,495
83,1968,1968-07-05,7,0,2,4,2.41,2.41,649,33,203,499
84,1968,1968-07-06,11,0,3,6,2.42,2.42,660,33,206,505
85,1968,1968-07-07,10,1,4,6,2.44,2.44,670,34,210,511
86,1968,1968-07-11,6,0,1,3,2.42,2.42,676,34,211,514
87,1968,1968-07-12,10,0,5,5,2.46,2.46,686,34,216,519
88,1968,1968-07-13,10,0,4,4,2.48,2.48,696,34,220,523
89,1968,1968-07-14,7,1,5,7,2.51,2.51,703,35,225,530
90,1968,1968-07-15,9,1,4,5,2.53,2.53,712,36,229,535
91,1968,1968-07-16,11,1,2,4,2.52,2.52,723,37,231,539
92,1968,1968-07-17,9,1,6,9,2.56,2.56,732,38,237,548
93,1968,1968-07-19,8,0,3,5,2.57,2.57,740,38,240,553
94,1968,1968-07-20,9,0,2,8,2.56,2.56,749,38,242,561
95,1968,1968-07-21,11,2,7,10,2.61,2.61,760,40,249,571
96,1968,1968-07-22,13,0,4,6,2.62,2.62,773,40,253,577
97,1968,1968-07-23,7,0,1,5,2.61,2.61,780,40,254,582
98,1968,1968-07-24,5,0,1,5,2.59,2.59,785,40,255,587
99,1968,1968-07-26,8,0,2,10,2.58,2.58,793,40,257,597
100,1968,1968-07-27,9,0,2,3,2.58,2.58,802,40,259,600
101,1968,,8,1,8,6,2.64,2.64,810,41,267,606
102,1968,,6,0,1,8,2.62,2.62,816,41,268,614
103,1968,1968-07-29,5,0,1,7,2.61,2.61,821,41,269,621
104,1968,1968-07-30,7,0,2,8,2.6,2.6,828,41,271,629
105,1968,1968-07-31,6,0,3,5,2.61,2.61,834,41,274,634
106,1968,1968-08-01,10,1,2,2,2.6,2.6,844,42,276,636
107,1968,1968-08-02,9,0,3,7,2.61,2.61,853,42,279,643
108,1968,1968-08-03,3,0,0,10,2.58,2.58,856,42,279,653
109,1968,,14,2,6,1,2.61,2.61,870,44,285,654
110,1968,,1,0,0,11,2.59,2.59,871,44,285,665
111,1968,1968-08-05,6,0,0,8,2.56,2.56,877,44,285,673
112,1968,1968-08-06,11,0,0,5,2.54,2.54,888,44,285,678
113,1968,1968-08-07,8,1,2,2,2.54,2.54,896,45,287,680
114,1968,1968-08-08,5,1,1,6,2.52,2.52,901,46,288,686
115,1968,1968-08-09,6,1,2,4,2.52,2.52,907,47,290,690
116,1968,1968-08-10,10,0,2,12,2.5,2.5,917,47,292,702
117,1968,1968-08-11,4,0,0,8,2.48,2.48,921,47,292,710
118,1968,1968-08-13,8,0,2,9,2.48,2.48,929,47,294,719
119,1968,1968-08-14,10,1,3,7,2.49,2.49,939,48,297,726
120,1968,1968-08-16,10,1,4,5,2.5,2.5,949,49,301,731
121,1968,1968-08-17,10,1,3,6,2.5,2.5,959,50,304,737
122,1968,1968-08-18,8,0,3,6,2.51,2.51,967,50,307,743
123,1968,1968-08-19,8,0,6,9,2.54,2.54,975,50,313,752
124,1968,1968-08-20,9,0,5,5,2.56,2.56,984,50,318,757
125,1968,1968-08-21,10,0,3,3,2.57,2.57,994,50,321,760
126,1968,1968-08-22,4,0,3,9,2.57,2.57,998,50,324,769
127,1968,1968-08-23,8,0,6,8,2.6,2.6,1006,50,330,777
128,1968,1968-08-24,14,1,9,4,2.65,2.65,1020,51,339,781
129,1968,1968-08-25,8,0,2,8,2.64,2.64,1028,51,341,789
130,1968,1968-08-26,8,0,3,11,2.65,2.65,1036,51,344,800
131,1968,1968-08-27,11,1,4,1,2.66,2.66,1047,52,348,801
132,1968,,11,0,4,9,2.67,2.67,1058,52,352,810
133,1968,,6,1,4,4,2.68,2.68,1064,53,356,814
134,1968,1968-08-30,8,0,4,7,2.69,2.69,1072,53,360,821
135,1968,1968-08-31,10,0,4,2,2.7,2.7,1082,53,364,823
136,1968,1968-09-01,5,1,2,3,2.69,2.69,1087,54,366,826
137,1968,,8,0,4,8,2.71,2.71,1095,54,370,834
138,1968,,8,1,7,6,2.74,2.74,1103,55,377,840
139,1968,1968-09-03,13,1,8,9,2.78,2.78,1116,56,385,849
140,1968,1968-09-04,3,0,0,12,2.76,2.76,1119,56,385,861
141,1968,,12,0,2,8,2.75,2.75,1131,56,387,869
142,1968,,11,1,5,6,2.77,2.77,1142,57,392,875
143,1968,1968-09-07,9,1,4,6,2.78,2.78,1151,58,396,881
144,1968,1968-09-08,5,1,2,7,2.77,2.77,1156,59,398,888
145,1968,1968-09-09,6,0,1,6,2.76,2.76,1162,59,399,894
146,1968,1968-09-10,9,0,0,7,2.74,2.74,1171,59,399,901
147,1968,1968-09-11,9,0,5,5,2.76,2.76,1180,59,404,906
148,1968,1968-09-13,10,0,0,5,2.74,2.74,1190,59,404,911
149,1968,1968-09-14,6,0,0,6,2.72,2.72,1196,59,404,917
150,1968,1968-09-15,11,0,5,4,2.74,2.74,1207,59,409,921
151,1968,1968-09-16,9,0,0,3,2.72,2.72,1216,59,409,924
152,1968,1968-09-17,12,1,3,9,2.72,2.72,1228,60,412,933
153,1968,1968-09-18,11,0,2,6,2.72,2.72,1239,60,414,939
154,1968,1968-09-19,6,0,0,4,2.7,2.7,1245,60,414,943
155,1968,1968-09-20,10,2,4,9,2.71,2.71,1255,62,418,952
156,1968,1968-09-21,4,0,0,5,2.69,2.69,1259,62,418,957
157,1968,1968-09-22,5,0,2,6,2.69,2.69,1264,62,420,963
158,1968,1968-09-24,6,1,3,6,2.69,2.69,1270,63,423,969
159,1968,1968-09-25,3,1,4,10,2.7,2.7,1273,64,427,979
160,1968,1968-09-27,6,0,2,4,2.7,2.7,1279,64,429,983
161,1968,1968-09-28,8,0,2,6,2.69,2.69,1287,64,431,989
162,1968,1968-09-29,6,1,2,5,2.69,2.69,1293,65,433,994
1,1969,1969-04-07,4,2,2,5,2.0,2.0,4,2,2,5
2,1969,1969-04-09,7,1,3,5,2.65,2.65,11,3,5,10
3,1969,1969-04-11,5,0,3,3,2.77,2.77,16,3,8,13
4,1969,1969-04-12,8,0,1,8,2.31,2.31,24,3,9,21
5,1969,1969-04-13,7,3,5,4,2.93,2.93,31,6,14,25
6,1969,1969-04-14,12,0,11,5,4.41,4.41,43,6,25,30
7,1969,1969-04-15,3,0,0,2,3.75,3.75,46,6,25,32
8,1969,1969-04-16,4,0,0,7,3.26,3.26,50,6,25,39
9,1969,1969-04-18,10,0,4,1,3.35,3.35,60,6,29,40
10,1969,1969-04-19,10,0,4,5,3.41,3.41,70,6,33,45
11,1969,1969-04-20,7,0,1,8,3.19,3.19,77,6,34,53
12,1969,1969-04-21,8,0,4,10,3.26,3.26,85,6,38,63
13,1969,1969-04-22,10,1,4,9,3.32,3.32,95,7,42,72
14,1969,1969-04-23,6,0,3,9,3.29,3.29,101,7,45,81
15,1969,1969-04-24,12,2,8,5,3.61,3.61,113,9,53,86
16,1969,1969-04-25,4,0,1,9,3.45,3.45,117,9,54,95
17,1969,1969-04-26,12,1,3,1,3.42,3.42,129,10,57,96
18,1969,1969-04-27,4,0,0,7,3.23,3.23,133,10,57,103
19,1969,1969-04-28,7,1,2,8,3.16,3.16,140,11,59,111
20,1969,1969-04-29,6,0,1,7,3.05,3.05,146,11,60,118
21,1969,1969-04-30,6,0,1,7,2.97,2.97,152,11,61,125
22,1969,1969-05-01,1,0,0,8,2.83,2.83,153,11,61,133
23,1969,1969-05-02,10,1,6,2,2.99,2.99,163,12,67,135
24,1969,1969-05-03,7,2,5,4,3.08,3.08,170,14,72,139
25,1969,1969-05-04,6,1,2,7,3.05,3.05,176,15,74,146
26,1969,1969-05-06,10,2,7,6,3.22,3.22,186,17,81,152
27,1969,1969-05-07,9,0,2,5,3.13,3.13,195,17,83,157
28,1969,1969-05-09,10,0,3,6,3.13,3.13,205,17,86,163
29,1969,1969-05-10,7,0,1,2,3.05,3.05,212,17,87,165
30,1969,1969-05-12,10,1,4,5,3.1,3.1,222,18,91,170
31,1969,1969-05-14,2,0,2,8,3.07,3.07,224,18,93,178
32,1969,1969-05-16,7,0,3,7,3.07,3.07,231,18,96,185
33,1969,1969-05-17,5,0,0,4,2.98,2.98,236,18,96,189
34,1969,1969-05-18,14,0,5,5,3.04,3.04,250,18,101,194
35,1969,1969-05-20,14,2,5,9,3.09,3.09,264,20,106,203
36,1969,1969-05-21,5,0,1,8,3.03,3.03,269,20,107,211
37,1969,1969-05-22,9,0,3,9,3.03,3.03,278,20,110,220
38,1969,1969-05-23,4,0,1,6,2.98,2.98,282,20,111,226
39,1969,1969-05-24,9,0,0,3,2.9,2.9,291,20,111,229
40,1969,1969-05-25,15,0,4,8,2.93,2.93,306,20,115,237
41,1969,1969-05-27,4,0,0,6,2.86,2.86,310,20,115,243
42,1969,1969-05-28,5,0,0,6,2.79,2.79,315,20,115,249
43,1969,1969-05-29,6,2,3,5,2.79,2.79,321,22,118,254
44,1969,1969-05-30,13,4,12,7,3.01,3.01,334,26,130,261
45,1969,1969-05-31,7,3,5,10,3.06,3.06,341,29,135,271
46,1969,1969-06-01,15,1,4,4,3.08,3.08,356,30,139,275
47,1969,1969-06-02,7,0,2,4,3.06,3.06,363,30,141,279
48,1969,1969-06-03,7,2,5,10,3.11,3.11,370,32,146,289
49,1969,1969-06-04,4,0,0,12,3.01,3.01,374,32,146,301
50,1969,1969-06-06,7,0,2,10,2.99,2.99,381,32,148,311
51,1969,1969-06-07,11,0,3,6,2.99,2.99,392,32,151,317
52,1969,1969-06-08,6,2,4,11,3.01,3.01,398,34,155,328
53,1969,1969-06-10,7,0,1,7,2.97,2.97,405,34,156,335
54,1969,1969-06-11,5,0,3,7,2.97,2.97,410,34,159,342
55,1969,1969-06-12,4,1,1,12,2.93,2.93,414,35,160,354
56,1969,1969-06-13,7,0,0,4,2.88,2.88,421,35,160,358
57,1969,1969-06-14,5,1,3,9,2.88,2.88,426,36,163,367
58,1969,1969-06-15,8,0,2,7,2.87,2.87,434,36,165,374
59,1969,1969-06-16,8,2,3,12,2.85,2.85,442,38,168,386
60,1969,,9,2,3,9,2.85,2.85,451,40,171,395
61,1969,,7,0,0,7,2.8,2.8,458,40,171,402
62,1969,1969-06-18,3,0,1,7,2.78,2.78,461,40,172,409
63,1969,1969-06-20,7,0,2,4,2.76,2.76,468,40,174,413
64,1969,1969-06-21,6,0,0,3,2.72,2.72,474,40,174,416
65,1969,1969-06-22,5,0,0,7,2.68,2.68,479,40,174,423
66,1969,1969-06-23,5,1,1,3,2.65,2.65,484,41,175,426
67,1969,1969-06-24,9,3,9,3,2.75,2.75,493,44,184,429
68,1969,1969-06-25,11,2,5,2,2.79,2.79,504,46,189,431
69,1969,1969-06-26,4,0,0,3,2.75,2.75,508,46,189,434
70,1969,1969-06-27,7,2,5,7,2.79,2.79,515,48,194,441
71,1969,1969-06-28,5,0,0,3,2.75,2.75,520,48,194,444
72,1969,1969-06-29,6,0,1,4,2.72,2.72,526,48,195,448
73,1969,1969-06-30,4,0,1,7,2.7,2.7,530,48,196,455
74,1969,1969-07-01,7,1,1,7,2.68,2.68,537,49,197,462
75,1969,1969-07-02,12,1,8,4,2.75,2.75,549,50,205,466
76,1969,1969-07-03,9,1,4,4,2.76,2.76,558,51,209,470
77,1969,1969-07-04,12,0,4,4,2.77,2.77,570,51,213,474
78,1969,1969-07-05,9,2,4,8,2.79,2.79,579,53,217,482
79,1969,1969-07-06,11,3,8,6,2.85,2.85,590,56,225,488
80,1969,1969-07-07,13,1,5,1,2.88,2.88,603,57,230,489
81,1969,,8,1,3,8,2.88,2.88,611,58,233,497
82,1969,,7,1,3,0,2.88,2.88,618,59,236,497
83,1969,1969-07-09,4,0,1,1,2.86,2.86,622,59,237,498
84,1969,1969-07-10,9,0,3,7,2.86,2.86,631,59,240,505
85,1969,1969-07-11,13,0,5,9,2.88,2.88,644,59,245,514
86,1969,1969-07-12,13,0,2,12,2.85,2.85,657,59,247,526
87,1969,1969-07-13,7,1,2,10,2.85,2.85,664,60,249,536
88,1969,1969-07-14,7,1,1,7,2.82,2.82,671,61,250,543
89,1969,1969-07-15,12,1,7,5,2.87,2.87,683,62,257,548
90,1969,1969-07-16,5,1,2,7,2.86,2.86,688,63,259,555
91,1969,1969-07-17,15,3,10,5,2.95,2.95,703,66,269,560
92,1969,1969-07-18,7,1,2,7,2.94,2.94,710,67,271,567
93,1969,1969-07-19,7,3,5,5,2.96,2.96,717,70,276,572
94,1969,1969-07-20,10,2,5,7,2.99,2.99,727,72,281,579
95,1969,1969-07-24,9,0,5,3,3.01,3.01,736,72,286,582
96,1969,1969-07-25,13,0,2,3,3.0,3.0,749,72,288,585
97,1969,1969-07-26,8,0,3,8,3.0,3.0,757,72,291,593
98,1969,1969-07-27,8,2,2,3,2.99,2.99,765,74,293,596
99,1969,,11,2,4,5,2.99,2.99,776,76,297,601
100,1969,,9,2,5,7,3.01,3.01,785,78,302,608
101,1969,1969-07-30,14,0,3,3,3.02,3.02,799,78,305,611
102,1969,1969-07-31,16,0,1,5,2.98,2.98,815,78,306,616
103,1969,1969-08-01,13,0,7,2,3.02,3.02,828,78,313,618
104,1969,1969-08-02,10,1,6,3,3.05,3.05,838,79,319,621
105,1969,1969-08-03,4,0,0,3,3.03,3.03,842,79,319,624
106,1969,1969-08-04,6,2,2,3,3.02,3.02,848,81,321,627
107,1969,1969-08-05,15,3,7,5,3.05,3.05,863,84,328,632
108,1969,1969-08-06,11,3,5,8,3.07,3.07,874,87,333,640
109,1969,1969-08-07,5,0,0,8,3.04,3.04,879,87,333,648
110,1969,1969-08-08,2,0,0,7,3.02,3.02,881,87,333,655
111,1969,1969-08-09,9,3,4,7,3.02,3.02,890,90,337,662
112,1969,1969-08-10,6,0,2,5,3.02,3.02,896,90,339,667
113,1969,1969-08-11,5,1,3,5,3.02,3.02,901,91,342,672
114,1969,1969-08-12,7,0,2,6,3.01,3.01,908,91,344,678
115,1969,1969-08-13,14,0,5,6,3.02,3.02,922,91,349,684
116,1969,1969-08-15,7,1,2,8,3.02,3.02,929,92,351,692
117,1969,1969-08-16,11,0,3,1,3.02,3.02,940,92,354,693
118,1969,1969-08-17,8,2,3,5,3.02,3.02,948,94,357,698
119,1969,1969-08-19,9,0,0,11,2.99,2.99,957,94,357,709
120,1969,1969-08-20,10,1,5,6,3.01,3.01,967,95,362,715
121,1969,1969-08-21,6,0,2,4,3.0,3.0,973,95,364,719
122,1969,1969-08-22,7,1,5,6,3.02,3.02,980,96,369,725
123,1969,1969-08-23,8,1,3,7,3.02,3.02,988,97,372,732
124,1969,1969-08-24,13,0,5,8,3.04,3.04,1001,97,377,740
125,1969,1969-08-26,7,0,0,5,3.02,3.02,1008,97,377,745
126,1969,1969-08-27,7,1,2,2,3.01,3.01,1015,98,379,747
127,1969,1969-08-28,10,2,9,8,3.05,3.05,1025,100,388,755
128,1969,1969-08-29,8,2,2,8,3.05,3.05,1033,102,390,763
129,1969,1969-08-30,4,0,0,9,3.02,3.02,1037,102,390,772
130,1969,1969-08-31,6,0,1,7,3.01,3.01,1043,102,391,779
131,1969,1969-09-01,10,2,5,4,3.02,3.02,1053,104,396,783
132,1969,1969-09-02,8,2,5,9,3.04,3.04,1061,106,401,792
133,1969,1969-09-03,8,2,4,2,3.04,3.04,1069,108,405,794
134,1969,1969-09-04,7,1,3,8,3.05,3.05,1076,109,408,802
135,1969,1969-09-05,11,1,4,5,3.06,3.06,1087,110,412,807
136,1969,1969-09-06,9,0,3,6,3.06,3.06,1096,110,415,813
137,1969,1969-09-07,10,0,4,6,3.07,3.07,1106,110,419,819
138,1969,1969-09-08,11,0,0,4,3.05,3.05,1117,110,419,823
139,1969,1969-09-09,7,0,2,2,3.04,3.04,1124,110,421,825
140,1969,1969-09-10,10,1,8,7,3.07,3.07,1134,111,429,832
141,1969,1969-09-11,4,0,0,7,3.05,3.05,1138,111,429,839
142,1969,1969-09-12,6,1,2,8,3.05,3.05,1144,112,431,847
143,1969,1969-09-13,9,0,1,5,3.03,3.03,1153,112,432,852
144,1969,1969-09-14,4,1,1,9,3.02,3.02,1157,113,433,861
145,1969,1969-09-15,10,0,4,5,3.02,3.02,1167,113,437,866
146,1969,,7,0,1,7,3.01,3.01,1174,113,438,873
147,1969,,10,0,2,10,3.0,3.0,1184,113,440,883
148,1969,1969-09-17,16,1,6,4,3.01,3.01,1200,114,446,887
149,1969,1969-09-18,7,1,2,3,3.0,3.0,1207,115,448,890
150,1969,1969-09-19,7,1,5,6,3.02,3.02,1214,116,453,896
151,1969,1969-09-20,8,0,5,4,3.03,3.03,1222,116,458,900
152,1969,1969-09-21,10,0,3,5,3.03,3.03,1232,116,461,905
153,1969,1969-09-22,7,0,2,10,3.03,3.03,1239,116,463,915
154,1969,,14,0,6,4,3.05,3.05,1253,116,469,919
155,1969,,12,1,4,7,3.06,3.06,1265,117,473,926
156,1969,1969-09-24,8,1,6,11,3.08,3.08,1273,118,479,937
157,1969,1969-09-26,6,0,2,8,3.07,3.07,1279,118,481,945
158,1969,1969-09-27,6,1,1,7,3.05,3.05,1285,119,482,952
159,1969,1969-09-28,9,1,8,6,3.08,3.08,1294,120,490,958
160,1969,1969-09-30,10,2,5,6,3.1,3.1,1304,122,495,964
161,1969,1969-10-01,8,0,2,5,3.09,3.09,1312,122,497,969
162,1969,1969-10-02,12,0,3,6,3.09,3.09,1324,122,500,975
1,1970,1970-04-07,11,0,2,3,2.0,2.0,11,0,2,3
2,1970,1970-04-08,8,0,4,11,3.0,3.0,19,0,6,14
3,1970,1970-04-09,9,1,3,9,3.0,3.0,28,1,9,23
4,1970,1970-04-10,11,1,6,4,3.75,3.75,39,2,15,27
5,1970,1970-04-11,8,1,4,6,3.8,3.8,47,3,19,33
6,1970,1970-04-12,4,0,0,6,3.17,3.17,51,3,19,39
7,1970,1970-04-13,2,0,0,4,2.71,2.71,53,3,19,43
8,1970,1970-04-14,5,0,2,5,2.62,2.62,58,3,21,48
9,1970,1970-04-15,7,0,3,5,2.7,2.7,65,3,24,53
10,1970,1970-04-16,14,2,10,6,3.48,3.48,79,5,34,59
11,1970,1970-04-18,8,2,4,3,3.53,3.53,87,7,38,62
12,1970,1970-04-19,6,0,1,4,3.31,3.31,93,7,39,66
13,1970,1970-04-22,6,0,1,6,3.13,3.13,99,7,40,72
14,1970,1970-04-24,8,0,0,10,2.77,2.77,107,7,40,82
15,1970,1970-04-25,6,0,0,6,2.59,2.59,113,7,40,88
16,1970,1970-04-26,5,2,3,4,2.61,2.61,118,9,43,92
17,1970,1970-04-27,8,0,4,7,2.69,2.69,126,9,47,99
18,1970,1970-04-28,6,2,3,5,2.69,2.69,132,11,50,104
19,1970,1970-04-29,5,0,1,3,2.61,2.61,137,11,51,107
20,1970,1970-04-30,4,1,1,3,2.53,2.53,141,12,52,110
21,1970,1970-05-01,9,0,1,7,2.46,2.46,150,12,53,117
22,1970,1970-05-02,4,0,3,2,2.48,2.48,154,12,56,119
23,1970,1970-05-03,9,0,1,2,2.42,2.42,163,12,57,121
24,1970,1970-05-05,6,0,0,6,2.32,2.32,169,12,57,127
25,1970,1970-05-06,9,0,5,4,2.44,2.44,178,12,62,131
26,1970,1970-05-07,5,0,2,8,2.41,2.41,183,12,64,139
27,1970,1970-05-08,7,3,4,8,2.44,2.44,190,15,68,147
28,1970,1970-05-09,9,1,3,12,2.41,2.41,199,16,71,159
29,1970,1970-05-10,4,0,0,4,2.33,2.33,203,16,71,163
30,1970,1970-05-12,13,2,5,3,2.42,2.42,216,18,76,166
31,1970,1970-05-13,8,2,6,2,2.53,2.53,224,20,82,168
32,1970,1970-05-14,8,1,3,2,2.54,2.54,232,21,85,170
33,1970,1970-05-15,10,2,5,8,2.61,2.61,242,23,90,178
34,1970,1970-05-16,8,2,5,7,2.68,2.68,250,25,95,185
35,1970,1970-05-17,4,0,0,4,2.61,2.61,254,25,95,189
36,1970,1970-05-18,10,0,2,6,2.59,2.59,264,25,97,195
37,1970,1970-05-19,8,2,3,8,2.6,2.6,272,27,100,203
38,1970,1970-05-20,11,2,10,10,2.8,2.8,283,29,110,213
39,1970,1970-05-21,7,2,3,6,2.8,2.8,290,31,113,219
40,1970,1970-05-22,3,0,1,4,2.76,2.76,293,31,114,223
41,1970,1970-05-23,10,2,5,7,2.81,2.81,303,33,119,230
42,1970,1970-05-24,11,0,1,3,2.77,2.77,314,33,120,233
43,1970,1970-05-26,12,0,3,3,2.77,2.77,326,33,123,236
44,1970,1970-05-27,13,3,8,4,2.9,2.9,339,36,131,240
45,1970,1970-05-28,7,3,4,5,2.93,2.93,346,39,135,245
46,1970,1970-05-29,9,0,4,9,2.95,2.95,355,39,139,254
47,1970,1970-05-30,14,0,6,4,3.01,3.01,369,39,145,258
48,1970,1970-05-31,15,1,6,4,3.06,3.06,384,40,151,262
49,1970,1970-06-01,6,0,4,4,3.1,3.1,390,40,155,266
50,1970,1970-06-03,13,0,5,5,3.13,3.13,403,40,160,271
51,1970,1970-06-04,6,0,0,1,3.07,3.07,409,40,160,272
52,1970,1970-06-05,10,0,3,4,3.07,3.07,419,40,163,276
53,1970,1970-06-06,14,1,7,8,3.13,3.13,433,41,170,284
54,1970,1970-06-07,7,0,3,7,3.13,3.13,440,41,173,291
55,1970,1970-06-09,9,0,3,7,3.13,3.13,449,41,176,298
56,1970,1970-06-10,7,0,2,7,3.11,3.11,456,41,178,305
57,1970,1970-06-11,7,0,1,13,3.06,3.06,463,41,179,318
58,1970,1970-06-12,4,1,2,4,3.04,3.04,467,42,181,322
59,1970,1970-06-13,9,2,7,7,3.1,3.1,476,44,188,329
60,1970,1970-06-14,7,2,4,5,3.12,3.12,483,46,192,334
61,1970,1970-06-15,9,1,5,2,3.15,3.15,492,47,197,336
62,1970,1970-06-16,4,0,0,9,3.1,3.1,496,47,197,345
63,1970,1970-06-17,7,0,0,5,3.05,3.05,503,47,197,350
64,1970,1970-06-19,5,1,1,6,3.02,3.02,508,48,198,356
65,1970,1970-06-20,9,3,5,5,3.06,3.06,517,51,203,361
66,1970,,11,0,3,7,3.05,3.05,528,51,206,368
67,1970,,14,3,9,6,3.15,3.15,542,54,215,374
68,1970,1970-06-22,9,1,2,1,3.13,3.13,551,55,217,375
69,1970,1970-06-23,2,0,0,5,3.09,3.09,553,55,217,380
70,1970,1970-06-24,6,0,0,5,3.04,3.04,559,55,217,385
71,1970,1970-06-26,6,0,1,5,3.01,3.01,565,55,218,390
72,1970,1970-06-27,5,4,4,12,3.03,3.03,570,59,222,402
73,1970,1970-06-28,7,0,0,4,2.99,2.99,577,59,222,406
74,1970,1970-06-29,13,2,10,8,3.08,3.08,590,61,232,414
75,1970,1970-06-30,10,1,4,6,3.09,3.09,600,62,236,420
76,1970,1970-07-01,8,0,2,2,3.08,3.08,608,62,238,422
77,1970,1970-07-03,10,3,6,9,3.11,3.11,618,65,244,431
78,1970,1970-07-04,7,2,2,0,3.1,3.1,625,67,246,431
79,1970,1970-07-05,2,0,0,6,3.06,3.06,627,67,246,437
80,1970,1970-07-06,13,1,7,3,3.11,3.11,640,68,253,440
81,1970,1970-07-07,7,0,2,4,3.09,3.09,647,68,255,444
82,1970,1970-07-08,9,1,5,8,3.12,3.12,656,69,260,452
83,1970,1970-07-09,14,2,9,6,3.19,3.19,670,71,269,458
84,1970,1970-07-10,9,4,7,10,3.23,3.23,679,75,276,468
85,1970,1970-07-11,8,1,3,3,3.24,3.24,687,76,279,471
86,1970,1970-07-12,9,1,4,10,3.25,3.25,696,77,283,481
87,1970,1970-07-16,6,1,1,7,3.22,3.22,702,78,284,488
88,1970,1970-07-17,5,0,0,12,3.18,3.18,707,78,284,500
89,1970,1970-07-18,13,0,4,5,3.19,3.19,720,78,288,505
90,1970,,15,2,6,4,3.22,3.22,735,80,294,509
91,1970,,6,2,3,4,3.22,3.22,741,82,297,513
92,1970,1970-07-20,0,0,0,10,3.19,3.19,741,82,297,523
93,1970,1970-07-21,8,3,5,3,3.21,3.21,749,85,302,526
94,1970,1970-07-22,12,2,9,5,3.27,3.27,761,87,311,531
95,1970,1970-07-24,6,0,2,8,3.25,3.25,767,87,313,539
96,1970,1970-07-25,7,1,5,2,3.27,3.27,774,88,318,541
97,1970,1970-07-26,11,2,3,5,3.27,3.27,785,90,321,546
98,1970,1970-07-27,15,3,10,5,3.34,3.34,800,93,331,551
99,1970,1970-07-28,8,0,2,8,3.33,3.33,808,93,333,559
100,1970,1970-07-30,6,0,3,10,3.32,3.32,814,93,336,569
101,1970,1970-07-31,10,1,3,3,3.32,3.32,824,94,339,572
102,1970,,12,3,10,4,3.39,3.39,836,97,349,576
103,1970,,6,3,5,5,3.41,3.41,842,100,354,581
104,1970,1970-08-02,5,0,2,5,3.4,3.4,847,100,356,586
105,1970,1970-08-03,9,2,5,13,3.41,3.41,856,102,361,599
106,1970,1970-08-04,12,3,8,7,3.45,3.45,868,105,369,606
107,1970,1970-08-05,7,1,2,3,3.44,3.44,875,106,371,609
108,1970,1970-08-06,14,0,2,7,3.43,3.43,889,106,373,616
109,1970,1970-08-07,7,1,4,3,3.43,3.43,896,107,377,619
110,1970,1970-08-08,14,5,10,9,3.49,3.49,910,112,387,628
111,1970,,8,2,3,8,3.49,3.49,918,114,390,636
112,1970,,6,0,3,7,3.48,3.48,924,114,393,643
113,1970,1970-08-11,10,0,3,4,3.48,3.48,934,114,396,647
114,1970,1970-08-12,8,0,3,4,3.47,3.47,942,114,399,651
115,1970,1970-08-14,12,4,9,3,3.52,3.52,954,118,408,654
116,1970,,10,2,7,4,3.55,3.55,964,120,415,658
117,1970,,15,4,13,6,3.64,3.64,979,124,428,664
118,1970,1970-08-16,11,0,5,2,3.65,3.65,990,124,433,666
119,1970,1970-08-17,14,0,10,5,3.71,3.71,1004,124,443,671
