year,gm,win_pct,gb,run_diff
2025,140,0.557,2.0,
2025,141,0.553,2.0,
2025,142,0.549,1.0,
2025,143,0.552,1.0,
2025,144,0.556,1.0,
2025,145,0.559,2.0,
2025,146,0.562,3.0,
2025,147,0.558,2.5,
2025,148,0.561,2.5,
2025,149,0.564,2.5,
2025,150,0.56,2.0,
2025,151,0.556,2.0,
2025,152,0.559,2.0,
2025,153,0.562,3.0,
2025,154,0.565,4.0,
2025,155,0.568,4.0,
2025,156,0.564,3.0,
2025,157,0.561,1.5,
2025,158,0.563,2.5,
2025,159,0.566,3.0,
2025,160,0.569,3.0,
2025,161,0.571,3.0,
2025,162,0.574,3.0,
2024,1,1.0,0.5,
2024,2,0.5,0.0,
2024,3,0.667,0.0,
2024,4,0.75,0.0,
2024,5,0.6,0.0,
2024,6,0.667,0.0,
2024,7,0.714,1.0,
2024,8,0.75,1.0,
2024,9,0.778,2.0,
2024,10,0.7,2.0,
2024,11,0.727,3.0,
2024,12,0.667,3.0,
2024,13,0.692,3.0,
2024,14,0.714,4.0,
2024,15,0.667,3.0,
2024,16,0.625,2.0,
2024,17,0.647,3.0,
2024,18,0.611,2.0,
2024,19,0.579,1.0,
2024,20,0.6,1.0,
2024,21,0.571,1.0,
2024,22,0.545,1.0,
2024,23,0.522,1.0,
2024,24,0.542,1.0,
2024,25,0.56,1.5,
2024,26,0.577,1.5,
2024,27,0.593,2.5,
2024,28,0.607,3.5,
2024,29,0.621,4.5,
2024,30,0.6,3.5,
2024,31,0.613,4.0,
2024,32,0.594,4.0,
2024,33,0.606,4.5,
2024,34,0.588,4.5,
2024,35,0.6,4.5,
2024,36,0.611,5.5,
2024,37,0.622,5.5,
2024,38,0.632,6.5,
2024,39,0.641,6.5,
2024,40,0.625,5.5,
2024,41,0.634,6.5,
2024,42,0.619,5.5,
2024,43,0.628,6.5,
2024,44,0.636,7.5,
2024,45,0.622,7.5,
2024,46,0.609,7.0,
2024,47,0.617,7.0,
2024,48,0.625,7.5,
2024,49,0.612,7.5,
2024,50,0.62,8.0,
2024,51,0.608,8.0,
2024,52,0.596,7.0,
2024,53,0.585,6.5,
2024,54,0.574,5.5,
2024,55,0.564,5.5,
2024,56,0.571,5.5,
2024,57,0.579,5.5,
2024,58,0.586,6.5,
2024,59,0.576,5.5,
2024,60,0.583,5.5,
2024,61,0.59,6.5,
2024,62,0.581,7.0,
2024,63,0.571,7.0,
2024,64,0.578,8.0,
2024,65,0.585,8.0,
2024,66,0.591,8.0,
2024,67,0.582,8.0,
2024,68,0.588,7.5,
2024,69,0.58,6.5,
2024,70,0.571,6.0,
2024,71,0.577,7.0,
2024,72,0.569,7.0,
2024,73,0.575,8.0,
2024,74,0.581,8.5,
2024,75,0.587,9.0,
2024,76,0.579,9.0,
2024,77,0.584,9.0,
2024,78,0.577,8.0,
2024,79,0.582,8.0,
2024,80,0.588,8.5,
2024,81,0.593,8.5,
2024,82,0.598,8.5,
2024,83,0.59,7.5,
2024,84,0.595,7.5,
2024,85,0.588,7.5,
2024,86,0.581,8.5,
2024,87,0.575,7.5,
2024,88,0.568,6.5,
2024,89,0.573,6.5,
2024,90,0.578,7.5,
2024,91,0.571,7.5,
2024,92,0.565,7.5,
2024,93,0.559,7.5,
2024,94,0.553,7.0,
2024,95,0.558,8.0,
2024,96,0.552,7.0,
2024,97,0.546,7.0,
2024,98,0.551,7.0,
2024,99,0.545,7.0,
2024,100,0.55,8.0,
2024,101,0.554,8.5,
2024,102,0.559,8.5,
2024,103,0.553,7.5,
2024,104,0.558,7.5,
2024,105,0.552,6.5,
2024,106,0.547,5.5,
2024,107,0.551,6.5,
2024,108,0.546,5.5,
2024,109,0.541,4.5,
2024,110,0.536,4.0,
2024,111,0.541,4.5,
2024,112,0.545,4.5,
2024,113,0.549,5.0,
2024,114,0.544,4.0,
2024,115,0.539,3.0,
2024,116,0.543,2.5,
2024,117,0.547,2.5,
2024,118,0.542,3.5,
2024,119,0.546,3.5,
2024,120,0.55,3.5,
2024,121,0.545,2.5,
2024,122,0.541,2.0,
2024,123,0.545,3.0,
2024,124,0.54,2.0,
2024,125,0.544,3.0,
2024,126,0.548,3.0,
2024,127,0.551,3.0,
2024,128,0.555,4.0,
2024,129,0.55,4.0,
2024,130,0.546,3.0,
2024,131,0.55,3.0,
2024,132,0.545,3.0,
2024,133,0.549,3.0,
2024,134,0.552,4.0,
2024,135,0.556,5.0,
2024,136,0.559,6.0,
2024,137,0.555,5.0,
2024,138,0.558,5.0,
2024,139,0.561,5.5,
2024,140,0.557,4.5,
2024,141,0.553,4.0,
2024,142,0.556,5.0,
2024,143,0.559,6.0,
2024,144,0.556,5.5,
2024,145,0.552,4.5,
2024,146,0.555,5.0,
2024,147,0.551,4.5,
2024,148,0.547,3.5,
2024,149,0.55,3.5,
2024,150,0.553,3.5,
2024,151,0.55,3.5,
2024,152,0.553,3.5,
2024,153,0.556,4.0,
2024,154,0.558,4.0,
2024,155,0.555,3.0,
2024,156,0.551,3.0,
2024,157,0.548,2.0,
2024,158,0.551,3.0,
2024,159,0.553,4.0,
2024,160,0.556,4.0,
2024,161,0.559,4.0,
2024,162,0.562,5.0,
2023,1,1.0,0.0,
2023,2,0.5,-1.0,
2023,3,0.667,0.0,
2023,4,0.5,0.0,
2023,5,0.6,0.0,
2023,6,0.667,1.0,
2023,7,0.714,1.5,
2023,8,0.625,1.0,
2023,9,0.556,0.0,
2023,10,0.5,-1.0,
2023,11,0.545,-1.0,
2023,12,0.5,-1.0,
2023,13,0.538,-1.0,
2023,14,0.5,-1.0,
2023,15,0.467,0.0,
2023,16,0.438,-1.0,
2023,17,0.412,-2.0,
2023,18,0.444,-2.0,
2023,19,0.421,-2.0,
2023,20,0.45,-1.0,
2023,21,0.429,-2.0,
2023,22,0.455,-1.0,
2023,23,0.478,0.0,
2023,24,0.5,0.5,
2023,25,0.48,-0.5,
2023,26,0.462,-1.0,
2023,27,0.481,-1.0,
2023,28,0.5,-1.0,
2023,29,0.517,0.0,
2023,30,0.533,0.5,
2023,31,0.548,1.5,
2023,32,0.531,1.5,
2023,33,0.515,0.5,
2023,34,0.529,0.5,
2023,35,0.543,1.5,
2023,36,0.528,0.5,
2023,37,0.541,1.5,
2023,38,0.553,2.5,
2023,39,0.564,3.0,
2023,40,0.575,3.0,
2023,41,0.585,3.0,
2023,42,0.571,3.0,
2023,43,0.558,3.0,
2023,44,0.568,3.0,
2023,45,0.556,2.5,
2023,46,0.565,3.5,
2023,47,0.553,2.5,
2023,48,0.542,1.5,
2023,49,0.551,1.5,
2023,50,0.56,1.5,
2023,51,0.549,1.5,
2023,52,0.538,1.5,
2023,53,0.547,2.5,
2023,54,0.537,1.5,
2023,55,0.545,1.5,
2023,56,0.554,1.5,
2023,57,0.544,0.5,
2023,58,0.552,0.0,
2023,59,0.542,0.0,
2023,60,0.533,0.0,
2023,61,0.525,-1.0,
2023,62,0.516,-2.0,
2023,63,0.524,-1.5,
2023,64,0.516,-2.5,
2023,65,0.523,-2.5,
2023,66,0.515,-3.5,
2023,67,0.522,-3.0,
2023,68,0.515,-3.0,
2023,69,0.507,-2.0,
2023,70,0.5,-3.0,
2023,71,0.493,-4.0,
2023,72,0.486,-4.0,
2023,73,0.493,-3.5,
2023,74,0.5,-3.5,
2023,75,0.507,-3.0,
2023,76,0.513,-2.0,
2023,77,0.506,-3.0,
2023,78,0.513,-3.0,
2023,79,0.506,-3.0,
2023,80,0.512,-2.0,
2023,81,0.519,-2.0,
2023,82,0.512,-3.0,
2023,83,0.506,-3.0,
2023,84,0.512,-2.5,
2023,85,0.506,-2.5,
2023,86,0.512,-1.5,
2023,87,0.517,-0.5,
2023,88,0.523,-0.5,
2023,89,0.528,-0.5,
2023,90,0.533,1.0,
2023,91,0.538,2.0,
2023,92,0.533,1.5,
2023,93,0.538,1.5,
2023,94,0.543,1.5,
2023,95,0.537,1.5,
2023,96,0.542,3.0,
2023,97,0.546,4.0,
2023,98,0.541,4.0,
2023,99,0.535,4.0,
2023,100,0.53,4.0,
2023,101,0.525,3.0,
2023,102,0.52,3.0,
2023,103,0.524,3.0,
2023,104,0.519,2.0,
2023,105,0.524,2.5,
2023,106,0.528,2.5,
2023,107,0.533,2.5,
2023,108,0.537,3.0,
2023,109,0.532,3.0,
2023,110,0.536,4.0,
2023,111,0.541,4.0,
2023,112,0.545,5.0,
2023,113,0.549,6.0,
2023,114,0.553,6.5,
2023,115,0.557,7.5,
2023,116,0.56,8.5,
2023,117,0.564,8.5,
2023,118,0.568,9.0,
2023,119,0.571,10.0,
2023,120,0.575,10.5,
2023,121,0.57,10.5,
2023,122,0.574,12.0,
2023,123,0.577,12.0,
2023,124,0.573,11.5,
2023,125,0.576,12.0,
2023,126,0.579,12.0,
2023,127,0.583,12.0,
2023,128,0.578,12.0,
2023,129,0.581,12.0,
2023,130,0.585,13.0,
2023,131,0.588,13.5,
2023,132,0.591,14.5,
2023,133,0.586,13.5,
2023,134,0.582,13.5,
2023,135,0.578,13.5,
2023,136,0.581,14.5,
2023,137,0.577,14.0,
2023,138,0.572,13.0,
2023,139,0.576,13.0,
2023,140,0.579,13.0,
2023,141,0.574,12.0,
2023,142,0.577,13.0,
2023,143,0.573,12.0,
2023,144,0.576,13.0,
2023,145,0.572,13.0,
2023,146,0.575,13.5,
2023,147,0.578,13.5,
2023,148,0.581,13.5,
2023,149,0.584,14.0,
2023,150,0.58,14.0,
2023,151,0.576,13.0,
2023,152,0.579,13.5,
2023,153,0.575,13.5,
2023,154,0.578,14.0,
2023,155,0.574,14.0,
2023,156,0.571,14.0,
2023,157,0.573,14.0,
2023,158,0.576,14.0,
2023,159,0.572,14.0,
2023,160,0.575,15.0,
2023,161,0.571,15.0,
2023,162,0.574,16.0,
2022,1,1.0,0.0,
2022,2,0.5,-0.5,
2022,3,0.333,-1.5,
2022,4,0.5,-1.5,
2022,5,0.6,-1.0,
2022,6,0.667,0.0,
2022,7,0.714,0.0,
2022,8,0.75,0.0,
2022,9,0.778,0.0,
2022,10,0.8,0.5,
2022,11,0.727,0.0,
2022,12,0.75,1.0,
2022,13,0.769,1.5,
2022,14,0.714,0.5,
2022,15,0.733,0.5,
2022,16,0.75,0.5,
2022,17,0.706,-0.5,
2022,18,0.667,-0.5,
2022,19,0.684,0.0,
2022,20,0.65,-0.5,
2022,21,0.667,0.0,
2022,22,0.682,0.5,
2022,23,0.696,1.0,
2022,24,0.708,1.5,
2022,25,0.72,1.5,
2022,26,0.731,1.5,
2022,27,0.704,1.5,
2022,28,0.714,1.5,
2022,29,0.69,1.5,
2022,30,0.667,1.0,
2022,31,0.645,0.0,
2022,32,0.625,0.0,
2022,33,0.606,0.0,
2022,34,0.618,0.5,
2022,35,0.629,1.0,
2022,36,0.639,1.0,
2022,37,0.649,2.0,
2022,38,0.658,1.5,
2022,39,0.667,1.5,
2022,40,0.65,0.5,
2022,41,0.659,0.5,
2022,42,0.667,1.5,
2022,43,0.651,1.5,
2022,44,0.659,2.0,
2022,45,0.667,2.0,
2022,46,0.674,3.0,
2022,47,0.681,3.0,
2022,48,0.667,3.0,
2022,49,0.653,3.0,
2022,50,0.64,3.0,
2022,51,0.647,4.0,
2022,52,0.654,4.0,
2022,53,0.642,3.0,
2022,54,0.63,2.0,
2022,55,0.618,1.5,
2022,56,0.625,1.5,
2022,57,0.632,2.0,
2022,58,0.621,1.0,
2022,59,0.61,0.5,
2022,60,0.6,0.5,
2022,61,0.607,0.0,
2022,62,0.613,0.0,
2022,63,0.603,-0.5,
2022,64,0.609,0.5,
2022,65,0.6,0.5,
2022,66,0.606,0.0,
2022,67,0.612,0.0,
2022,68,0.618,1.0,
2022,69,0.623,1.0,
2022,70,0.614,1.0,
2022,71,0.62,2.0,
2022,72,0.611,1.5,
2022,73,0.603,1.5,
2022,74,0.608,1.5,
2022,75,0.613,2.5,
2022,76,0.618,3.5,
2022,77,0.623,4.5,
2022,78,0.615,3.5,
2022,79,0.62,4.5,
2022,80,0.625,5.5,
2022,81,0.617,6.0,
2022,82,0.622,6.0,
2022,83,0.614,6.0,
2022,84,0.619,7.0,
2022,85,0.624,8.0,
2022,86,0.616,7.5,
2022,87,0.621,8.5,
2022,88,0.625,9.5,
2022,89,0.629,9.5,
2022,90,0.633,9.5,
2022,91,0.637,10.5,
2022,92,0.641,10.5,
2022,93,0.645,10.5,
2022,94,0.649,11.5,
2022,95,0.642,11.5,
2022,96,0.635,10.5,
2022,97,0.639,11.5,
2022,98,0.643,12.0,
2022,99,0.646,12.0,
2022,100,0.64,12.0,
2022,101,0.644,12.0,
2022,102,0.647,12.0,
2022,103,0.65,11.5,
2022,104,0.654,11.5,
2022,105,0.657,12.5,
2022,106,0.66,13.5,
2022,107,0.664,14.5,
2022,108,0.667,15.5,
2022,109,0.67,16.0,
2022,110,0.673,16.0,
2022,111,0.676,16.0,
2022,112,0.679,17.0,
2022,113,0.673,16.0,
2022,114,0.675,17.0,
2022,115,0.67,17.0,
2022,116,0.672,17.0,
2022,117,0.667,17.0,
2022,118,0.669,18.0,
2022,119,0.672,18.0,
2022,120,0.675,18.0,
2022,121,0.669,17.5,
2022,122,0.672,18.5,
2022,123,0.675,19.5,
2022,124,0.677,19.5,
2022,125,0.672,18.5,
2022,126,0.675,19.5,
2022,127,0.677,19.5,
2022,128,0.68,19.5,
2022,129,0.674,18.5,
2022,130,0.669,18.0,
2022,131,0.664,17.0,
2022,132,0.667,18.0,
2022,133,0.669,19.0,
2022,134,0.664,19.0,
2022,135,0.667,19.0,
2022,136,0.669,19.0,
2022,137,0.664,18.0,
2022,138,0.667,19.0,
2022,139,0.669,20.0,
2022,140,0.671,20.5,
2022,141,0.674,20.5,
2022,142,0.669,20.5,
2022,143,0.671,21.0,
2022,144,0.674,21.0,
2022,145,0.676,21.0,
2022,146,0.678,21.5,
2022,147,0.68,21.0,
2022,148,0.676,21.0,
2022,149,0.671,20.0,
2022,150,0.667,21.0,
2022,151,0.662,21.0,
2022,152,0.664,21.0,
2022,153,0.667,21.0,
2022,154,0.662,20.0,
2022,155,0.665,21.0,
2022,156,0.667,22.0,
2022,157,0.669,23.0,
2022,158,0.671,23.0,
2022,159,0.667,23.0,
2022,160,0.662,22.0,
2022,161,0.658,21.0,
2022,162,0.66,22.0,
2021,1,0.0,-1.0,
2021,2,0.5,-1.0,
2021,3,0.667,-1.0,
2021,4,0.75,0.0,
2021,5,0.8,1.0,
2021,6,0.833,1.0,
2021,7,0.714,1.0,
2021,8,0.75,1.0,
2021,9,0.778,1.0,
2021,10,0.8,1.0,
2021,11,0.818,1.5,
2021,12,0.833,2.0,
2021,13,0.846,2.5,
2021,14,0.857,3.5,
2021,15,0.867,4.5,
2021,16,0.812,3.5,
2021,17,0.765,2.5,
2021,18,0.778,2.5,
2021,19,0.737,2.0,
2021,20,0.7,1.0,
2021,21,0.714,2.0,
2021,22,0.682,1.0,
2021,23,0.652,0.0,
2021,24,0.625,0.0,
2021,25,0.64,0.0,
2021,26,0.615,-0.5,
2021,27,0.593,-0.5,
2021,28,0.571,-0.5,
2021,29,0.586,-0.5,
2021,30,0.567,-1.5,
2021,31,0.548,-1.5,
2021,32,0.531,-1.5,
2021,33,0.515,-2.5,
2021,34,0.529,-2.5,
2021,35,0.514,-2.5,
2021,36,0.528,-3.0,
2021,37,0.541,-2.5,
2021,38,0.553,-2.0,
2021,39,0.564,-1.0,
2021,40,0.55,-2.0,
2021,41,0.561,-2.0,
2021,42,0.571,-2.0,
2021,43,0.581,-2.0,
2021,44,0.591,-2.0,
2021,45,0.6,-1.0,
2021,46,0.609,-1.0,
2021,47,0.617,-1.0,
2021,48,0.625,-0.5,
2021,49,0.612,-1.5,
2021,50,0.62,-0.5,
2021,51,0.608,-1.5,
2021,52,0.596,-2.5,
2021,53,0.585,-2.5,
2021,54,0.593,-2.0,
2021,55,0.582,-2.0,
2021,56,0.589,-1.5,
2021,57,0.596,-2.0,
2021,58,0.586,-3.0,
2021,59,0.576,-3.0,
2021,60,0.583,-3.0,
2021,61,0.59,-2.0,
2021,62,0.597,-1.5,
2021,63,0.603,-1.5,
2021,64,0.594,-2.0,
2021,65,0.6,-1.0,
2021,66,0.606,-1.0,
2021,67,0.612,-1.0,
2021,68,0.603,-2.0,
2021,69,0.609,-2.5,
2021,70,0.614,-1.5,
2021,71,0.62,-1.5,
2021,72,0.611,-2.0,
2021,73,0.603,-3.0,
2021,74,0.595,-4.0,
2021,75,0.587,-4.5,
2021,76,0.592,-4.5,
2021,77,0.584,-4.5,
2021,78,0.59,-3.5,
2021,79,0.595,-2.5,
2021,80,0.6,-1.5,
2021,81,0.605,-0.5,
2021,82,0.61,-0.5,
2021,83,0.614,-0.5,
2021,84,0.619,-0.5,
2021,85,0.612,-0.5,
2021,86,0.605,-0.5,
2021,87,0.598,-1.5,
2021,88,0.602,-1.0,
2021,89,0.596,-2.0,
2021,90,0.6,-2.0,
2021,91,0.593,-2.0,
2021,92,0.598,-2.0,
2021,93,0.602,-1.0,
2021,94,0.596,-1.0,
2021,95,0.589,-2.0,
2021,96,0.583,-1.0,
2021,97,0.577,-2.0,
2021,98,0.571,-3.0,
2021,99,0.566,-3.0,
2021,100,0.57,-2.0,
2021,101,0.574,-2.0,
2021,102,0.569,-3.0,
2021,103,0.573,-2.0,
2021,104,0.567,-3.0,
2021,105,0.562,-3.0,
2021,106,0.566,-3.0,
2021,107,0.57,-3.0,
2021,108,0.565,-3.5,
2021,109,0.569,-3.5,
2021,110,0.564,-4.0,
2021,111,0.568,-4.0,
2021,112,0.571,-4.0,
2021,113,0.575,-4.0,
2021,114,0.579,-4.0,
2021,115,0.574,-5.0,
2021,116,0.578,-5.0,
2021,117,0.581,-4.0,
2021,118,0.585,-4.0,
2021,119,0.588,-4.0,
2021,120,0.592,-4.0,
2021,121,0.595,-3.0,
2021,122,0.598,-2.5,
2021,123,0.602,-1.5,
2021,124,0.605,-1.5,
2021,125,0.6,-2.5,
2021,126,0.603,-2.5,
2021,127,0.606,-2.5,
2021,128,0.609,-2.5,
2021,129,0.605,-2.5,
2021,130,0.608,-2.5,
2021,131,0.603,-2.5,
2021,132,0.606,-1.5,
2021,133,0.609,-0.5,
2021,134,0.612,0.5,
2021,135,0.607,-1.0,
2021,136,0.61,0.0,
2021,137,0.606,-1.0,
2021,138,0.609,-1.0,
2021,139,0.612,-1.0,
2021,140,0.607,-2.0,
2021,141,0.603,-2.5,
2021,142,0.606,-2.5,
2021,143,0.608,-2.5,
2021,144,0.611,-2.5,
2021,145,0.614,-2.5,
2021,146,0.616,-2.5,
2021,147,0.619,-1.5,
2021,148,0.615,-2.0,
2021,149,0.617,-2.0,
2021,150,0.62,-1.0,
2021,151,0.623,-1.0,
2021,152,0.618,-2.0,
2021,153,0.621,-1.0,
2021,154,0.623,-1.0,
2021,155,0.619,-2.0,
2021,156,0.622,-2.0,
2021,157,0.624,-2.0,
2021,158,0.627,-2.0,
2021,159,0.629,-2.0,
2021,160,0.631,-2.0,
2021,161,0.634,-1.0,
2021,162,0.636,-1.0,
2020,1,1.0,0.5,
2020,2,1.0,0.5,
2020,3,0.667,-0.5,
2020,4,0.5,-0.5,
2020,5,0.6,-1.0,
2020,6,0.667,-0.5,
2020,7,0.714,0.0,
2020,8,0.625,-1.0,
2020,9,0.667,0.0,
2020,10,0.7,0.0,
2020,11,0.636,-1.0,
2020,12,0.667,-1.0,
2020,13,0.692,0.0,
2020,14,0.714,-0.5,
2020,15,0.667,-1.5,
2020,16,0.688,-0.5,
2020,17,0.647,-0.5,
2020,18,0.611,-1.5,
2020,19,0.632,-0.5,
2020,20,0.65,0.0,
2020,21,0.667,1.0,
2020,22,0.682,2.0,
2020,23,0.696,2.0,
2020,24,0.708,3.0,
2020,25,0.72,4.0,
2020,26,0.692,4.0,
2020,27,0.704,4.0,
2020,28,0.714,4.0,
2020,29,0.69,4.0,
2020,30,0.7,4.0,
2020,31,0.677,4.0,
2020,32,0.688,5.0,
2020,33,0.697,5.0,
2020,34,0.676,4.0,
2020,35,0.686,5.0,
2020,36,0.694,5.0,
2020,37,0.703,5.0,
2020,38,0.684,5.0,
2020,39,0.692,6.0,
2020,40,0.7,6.0,
2020,41,0.683,6.0,
2020,42,0.667,5.0,
2020,43,0.674,4.5,
2020,44,0.682,4.5,
2020,45,0.667,3.5,
2020,46,0.652,3.0,
2020,47,0.66,2.5,
2020,48,0.646,1.5,
2020,49,0.653,2.5,
2020,50,0.66,3.5,
2020,51,0.667,4.0,
2020,52,0.673,4.0,
2020,53,0.679,5.0,
2020,54,0.667,4.0,
2020,55,0.673,5.0,
2020,56,0.661,5.0,
2020,57,0.667,5.5,
2020,58,0.672,6.0,
2020,59,0.678,6.0,
2020,60,0.683,6.0,
2019,1,1.0,0.0,
2019,2,0.5,-1.0,
2019,3,0.667,0.0,
2019,4,0.75,0.0,
2019,5,0.6,0.0,
2019,6,0.667,1.0,
2019,7,0.714,1.0,
2019,8,0.75,1.0,
2019,9,0.778,1.0,
2019,10,0.8,2.0,
2019,11,0.727,1.0,
2019,12,0.667,1.0,
2019,13,0.615,0.0,
2019,14,0.571,-1.0,
2019,15,0.533,-2.0,
2019,16,0.5,-3.0,
2019,17,0.529,-2.0,
2019,18,0.5,-1.0,
2019,19,0.526,0.0,
2019,20,0.55,0.5,
2019,21,0.571,1.5,
2019,22,0.591,2.5,
2019,23,0.565,2.0,
2019,24,0.583,2.5,
2019,25,0.56,1.5,
2019,26,0.538,0.5,
2019,27,0.556,0.5,
2019,28,0.571,0.5,
2019,29,0.586,1.0,
2019,30,0.6,2.0,
2019,31,0.581,2.0,
2019,32,0.594,2.0,
2019,33,0.576,1.0,
2019,34,0.588,1.0,
2019,35,0.6,1.0,
2019,36,0.583,1.0,
2019,37,0.595,2.0,
2019,38,0.605,3.0,
2019,39,0.615,3.0,
2019,40,0.6,2.0,
2019,41,0.61,3.0,
2019,42,0.595,3.0,
2019,43,0.605,4.0,
2019,44,0.614,4.5,
2019,45,0.622,4.5,
2019,46,0.63,4.5,
2019,47,0.617,4.5,
2019,48,0.625,5.5,
2019,49,0.633,7.0,
2019,50,0.62,6.0,
2019,51,0.627,6.0,
2019,52,0.635,6.0,
2019,53,0.642,7.0,
2019,54,0.648,8.0,
2019,55,0.636,7.0,
2019,56,0.625,8.0,
2019,57,0.632,8.5,
2019,58,0.638,8.5,
2019,59,0.627,9.0,
2019,60,0.633,9.0,
2019,61,0.639,9.5,
2019,62,0.645,10.5,
2019,63,0.635,10.5,
2019,64,0.625,9.0,
2019,65,0.631,10.0,
2019,66,0.636,11.0,
2019,67,0.627,10.0,
2019,68,0.618,9.0,
2019,69,0.623,9.5,
2019,70,0.629,10.5,
2019,71,0.62,9.5,
2019,72,0.625,10.5,
2019,73,0.616,10.0,
2019,74,0.622,10.0,
2019,75,0.627,10.0,
2019,76,0.632,10.0,
2019,77,0.623,11.0,
2019,78,0.615,12.0,
2019,79,0.608,13.0,
2019,80,0.6,12.0,
2019,81,0.605,13.0,
2019,82,0.598,12.0,
2019,83,0.602,13.0,
2019,84,0.595,12.0,
2019,85,0.588,11.0,
2019,86,0.593,12.0,
2019,87,0.586,13.0,
