rk,name,age,pos,g,pa,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ba,obp,slg,ops,ops_plus,roba,tb,gdp,hbp,sh,sf,ibb,pos.1,awards,season,bats,name
1,Will Smith,30,C,4,13,8,3,4,1,0,0,2,0,0,5,1,0.5,0.692,0.625,1.317,286.0,.566,5,0,0,0,0,0,/*2H,,2025,Right,
8,Teoscar Hernández,32,RF,4,17,15,2,2,0,0,1,4,0,0,2,4,0.133,0.235,0.333,0.569,63.0,.257,5,0,0,0,0,0,*/9,,2025,Right,
2,Freddie Freeman,35,1B,2,8,8,1,1,0,0,1,2,0,0,0,0,0.125,0.125,0.5,0.625,72.0,.258,4,0,0,0,0,0,/3,,2025,Left,
12,Austin Barnes,35,C,1,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,.000,0,0,0,0,0,0,/2,,2025,Right,
11,Kiké Hernández,33,1B,2,9,8,1,1,0,0,1,3,0,0,0,2,0.125,0.111,0.5,0.611,67.0,.230,4,0,0,0,1,0,/3,,2025,Right,
9,Shohei Ohtani,30,DH,4,19,16,6,6,1,0,2,2,0,0,3,2,0.375,0.474,0.813,1.286,266.0,.522,13,0,0,0,0,1,/*D,,2025,Left,
10,Miguel Rojas,36,MI,3,11,10,0,1,0,0,0,0,0,0,1,2,0.1,0.182,0.1,0.282,-16.0,.136,1,2,0,0,0,0,/64,,2025,Right,
7,Andy Pages,24,CF,4,15,11,1,2,1,0,0,0,0,0,3,6,0.182,0.4,0.273,0.673,100.0,.332,3,0,1,0,0,0,*/87,,2025,Right,
6,Michael Conforto,32,LF,3,12,11,1,3,2,0,0,1,0,0,1,3,0.273,0.333,0.455,0.788,126.0,.344,5,0,0,0,0,0,*/7,,2025,Left,
5,Max Muncy,34,3B,4,16,14,1,1,1,0,0,0,0,0,2,8,0.071,0.188,0.143,0.33,-2.0,.166,2,0,0,0,0,0,/*5,,2025,Left,
4,Mookie Betts,32,SS,2,9,8,4,4,0,0,2,4,0,0,1,0,0.5,0.556,1.25,1.806,407.0,.726,10,1,0,0,0,0,/6,,2025,Right,
3,Tommy Edman,30,2B,4,18,18,3,4,0,0,2,3,0,0,0,4,0.222,0.222,0.556,0.778,117.0,.330,10,1,0,0,0,0,/*48,,2025,Both,
22,,32,CF,4,6,5,0,2,0,0,0,0,0,1,0,0,0.4,0.5,0.4,0.9,149.0,,2,0,1,0,0,0,,,2023,Right,Jake Marisnick
17,,24,OF,24,45,42,5,11,1,0,2,6,1,0,3,8,0.262,0.311,0.429,0.74,97.0,,18,0,0,0,0,0,,,2023,Right,Jonny DeLuca
18,,32,2B,20,34,30,4,9,0,0,2,8,2,1,2,7,0.3,0.353,0.5,0.853,127.0,,15,1,1,0,1,0,,,2023,Left,Kolten Wong
19,,25,IF,14,27,22,5,3,1,0,0,4,0,0,2,8,0.136,0.231,0.182,0.413,14.0,,4,0,1,1,1,0,,,2023,Both,Yonny Hernández
20,,32,C,5,12,11,0,2,1,0,0,2,0,0,1,5,0.182,0.25,0.273,0.523,42.0,,3,0,0,0,0,0,,,2023,Right,Austin Wynns
21,,26,SS,4,10,10,0,1,0,0,0,0,1,0,0,3,0.1,0.1,0.1,0.2,-46.0,,1,0,0,0,0,0,,,2023,Right,Luke Williams
27,,30,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Jake Reed
23,,32,P,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2023,Right,Shelby Miller
24,,26,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Michael Grove
25,,25,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Dustin May
26,,30,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Left,Noah Syndergaard
15,,32,OF,36,87,71,12,11,0,0,5,14,0,0,15,37,0.155,0.31,0.366,0.677,82.0,,26,0,1,0,0,0,,,2023,Right,Trayce Thompson
16,,25,IF,27,81,72,9,12,3,0,2,7,1,0,8,27,0.167,0.247,0.292,0.539,45.0,,21,0,0,0,1,0,,,2023,Left,Michael Busch
10,,32,UT,117,384,338,51,80,15,1,15,56,16,3,41,125,0.237,0.326,0.42,0.746,100.0,,142,2,4,0,1,2,,,2023,Right,Chris Taylor
14,,27,2B,48,133,125,19,32,6,2,3,18,6,2,7,22,0.256,0.301,0.408,0.709,89.0,,51,4,1,0,0,0,,,2023,Right,Amed Rosario
13,,31,UT,54,185,168,19,44,12,0,5,30,1,0,12,29,0.262,0.308,0.423,0.731,95.0,,71,6,1,0,4,1,,,2023,Right,Enrique Hernández
12,,33,C,59,200,178,15,32,5,0,2,11,2,1,17,43,0.18,0.256,0.242,0.498,36.0,,43,7,2,1,2,0,,,2023,Right,Austin Barnes
11,,33,RF,124,377,334,56,90,23,0,15,40,2,2,34,64,0.269,0.34,0.473,0.813,117.0,,158,7,3,0,3,1,,,2023,Left,Jason Heyward
29,,31,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Dylan Covey
9,,35,DH,113,479,432,61,117,27,2,33,103,1,0,34,149,0.271,0.321,0.572,0.893,134.0,,247,11,2,0,9,1,,,2023,Right,J.D. Martinez
8,,30,RF,152,693,584,126,179,40,1,39,107,14,3,96,107,0.307,0.408,0.579,0.987,163.0,,338,5,8,0,5,3,,,2023,Right,Mookie Betts
7,,26,CF,151,567,483,86,120,16,3,23,70,16,3,68,181,0.248,0.353,0.437,0.79,112.0,,211,4,12,0,4,1,,,2023,Left,James Outman
6,,35,LF,133,422,394,47,102,25,1,7,55,4,1,20,72,0.259,0.294,0.381,0.675,81.0,,150,8,2,0,6,1,,,2023,Left,David Peralta
5,,32,3B,135,579,482,95,102,17,1,36,105,1,2,85,153,0.212,0.333,0.475,0.808,115.0,,229,8,6,0,6,4,,,2023,Left,Max Muncy
4,,34,SS,124,423,385,49,91,16,1,5,31,8,3,26,48,0.236,0.29,0.322,0.612,66.0,,124,12,5,2,5,0,,,2023,Right,Miguel Rojas
3,,23,2B,81,304,256,36,50,15,4,7,32,3,2,38,61,0.195,0.305,0.367,0.672,81.0,,94,1,4,1,4,1,,,2023,Right,Miguel Vargas
2,,33,1B,161,730,637,131,211,59,2,29,102,23,1,72,121,0.331,0.41,0.567,0.976,161.0,,361,14,16,0,5,12,,,2023,Left,Freddie Freeman
28,,26,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Left,Julio Urías
35,,27,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Phil Bickford
30,,24,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Gavin Stone
31,,26,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Left,Gus Varland
57,,27,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Andre Jackson
56,,29,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Tony Gonsolin
55,,23,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Emmet Sheehan
54,,28,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Evan Phillips
53,,35,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Left,Clayton Kershaw
52,,29,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Yency Almonte
51,,31,P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Ryan Yarbrough
50,,34,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Left,Adam Kolarek
49,,25,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Ryan Pepiot
48,,27,P,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Left,Alex Vesia
47,,35,P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Ryan Brasier
46,,36,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Daniel Hudson
45,,26,P,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Caleb Ferguson
44,,24,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Left,Bobby Miller
43,,35,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Joe Kelly
42,,24,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Nick Robertson
41,,27,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Tyson Miller
40,,27,P,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Left,Victor González
39,,30,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Tyler Cyr
38,,25,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Kyle Hurt
37,,36,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Both,Lance Lynn
36,,26,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Left,Justin Bruihl
34,,31,P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Tayler Scott
33,,26,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Left,Bryan Hudson
32,,31,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Wander Suero
1,,28,C,126,554,464,80,121,21,2,19,76,3,0,63,89,0.261,0.359,0.438,0.797,114.0,,203,8,15,0,12,2,,,2023,Right,Will Smith
58,,24,P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2023,Right,Brusdar Graterol
12,,29,IF,73,159,156,13,38,9,2,2,15,0,1,3,25,0.244,0.258,0.365,0.623,73.0,,57,7,0,0,0,0,,,2022,Right,Hanser Alberto
27,,25,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Left,Julio Urías
25,,24,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Dustin May
24,,25,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Michael Grove
23,,27,P,1,1,0,0,0,0,0,0,0,0,0,1,0,,1.0,,,,,0,0,0,0,0,0,,,2022,Right,Evan Phillips
22,,32,P,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2022,Left,Tyler Anderson
21,,30,UT,2,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2022,Left,Tony Wolters
19,,27,UT,10,14,11,4,1,0,0,1,2,0,0,3,4,0.091,0.286,0.364,0.649,81.0,,4,0,0,0,0,0,,,2022,Left,Zach McKinstry
18,,25,OF,4,16,13,6,6,2,0,1,3,0,0,2,7,0.462,0.563,0.846,1.409,289.0,,11,0,1,0,0,0,,,2022,Left,James Outman
17,,32,UT,14,27,25,1,4,0,0,0,3,1,0,0,9,0.16,0.154,0.16,0.314,-12.0,,4,1,0,1,1,0,,,2022,Left,Eddy Alvarez
16,,22,UT,18,50,47,4,8,1,0,1,8,1,0,2,13,0.17,0.2,0.255,0.455,27.0,,12,0,0,0,1,0,,,2022,Right,Miguel Vargas
15,,31,DH,25,77,67,10,16,5,1,2,4,0,1,8,24,0.239,0.338,0.433,0.77,115.0,,29,4,2,0,0,0,,,2022,Left,Jake Lamb
14,,28,DH,27,92,86,12,21,1,0,7,17,0,1,5,36,0.244,0.293,0.5,0.793,117.0,,43,2,1,0,0,1,,,2022,Left,Edwin Ríos
13,,28,LF,44,137,117,16,19,4,1,7,23,1,0,16,57,0.162,0.277,0.393,0.671,86.0,,46,0,3,0,1,0,,,2022,Left,Joey Gallo
11,,32,C,62,212,179,31,38,6,0,8,26,2,1,27,37,0.212,0.324,0.38,0.704,97.0,,68,5,3,2,1,0,,,2022,Right,Austin Barnes
10,,31,OF,74,239,205,35,55,14,1,13,39,4,0,30,86,0.268,0.364,0.537,0.901,149.0,,110,2,2,0,2,0,,,2022,Right,Trayce Thompson
9,,37,DH,128,532,468,61,130,36,0,13,81,3,0,50,89,0.278,0.35,0.438,0.788,120.0,,205,13,6,0,8,1,,,2022,Right,Justin Turner
8,,29,RF,142,639,572,117,154,40,3,35,82,12,2,55,104,0.269,0.34,0.533,0.873,140.0,,305,8,8,0,4,0,,,2022,Right,Mookie Betts
7,,26,CF,144,550,504,70,106,27,3,19,68,14,3,38,150,0.21,0.265,0.389,0.654,81.0,,196,7,2,0,6,0,,,2022,Left,Cody Bellinger
6,,31,LF,118,454,402,45,89,25,3,10,43,10,1,44,160,0.221,0.304,0.373,0.677,89.0,,150,4,5,0,3,2,,,2022,Right,Chris Taylor
5,,31,3B,136,565,464,69,91,22,1,21,69,2,0,90,141,0.196,0.329,0.384,0.713,100.0,,178,2,5,0,6,1,,,2022,Left,Max Muncy
4,,29,SS,160,708,652,101,194,39,4,21,100,27,3,45,131,0.298,0.343,0.466,0.809,124.0,,304,9,3,0,6,1,,,2022,Right,Trea Turner
3,,24,2B,129,471,421,66,116,20,7,6,42,7,2,47,95,0.276,0.346,0.399,0.745,109.0,,168,3,0,0,3,0,,,2022,Left,Gavin Lux
2,,32,1B,159,708,612,117,199,47,2,21,100,13,3,84,102,0.325,0.407,0.511,0.918,156.0,,313,6,5,0,7,12,,,2022,Left,Freddie Freeman
1,,27,C,137,578,508,68,132,26,3,24,87,1,0,56,96,0.26,0.343,0.465,0.807,124.0,,236,11,10,0,4,4,,,2022,Right,Will Smith
26,,29,P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Jake Reed
20,,33,OF,4,13,12,1,1,1,0,0,0,0,0,1,4,0.083,0.154,0.167,0.321,-10.0,,2,1,0,0,0,0,,,2022,Right,Kevin Pillar
28,,32,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Tommy Kahnle
40,,35,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Daniel Hudson
51,,33,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Shane Greene
50,,23,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Brusdar Graterol
49,,26,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Andre Jackson
48,,28,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Tony Gonsolin
47,,31,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Robbie Erlin
46,,27,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Mitch White
29,,26,P,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Phil Bickford
44,,28,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Yency Almonte
43,,24,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Ryan Pepiot
42,,36,P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Chris Martin
41,,26,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Left,Alex Vesia
45,,34,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Left,Clayton Kershaw
33,,31,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Left,Andrew Heaney
38,,36,P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Left,David Price
37,,33,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Heath Hembree
36,,28,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Garrett Cleavinger
35,,34,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Blake Treinen
34,,27,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Walker Buehler
32,,25,P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Left,Justin Bruihl
31,,34,P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Craig Kimbrel
30,,29,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Reyes Moronta
39,,25,P,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2022,Right,Caleb Ferguson
17,,26,UT,33,66,65,6,11,1,0,3,4,1,1,1,26,0.169,0.182,0.323,0.505,31.0,,21,2,0,0,0,0,,,2021,Right,Sheldon Neuse
19,,32,OF,17,36,33,2,5,1,1,1,3,0,0,2,14,0.152,0.222,0.333,0.556,46.0,,11,2,1,0,0,0,,,2021,Right,Steven Souza Jr.
18,,27,UT,25,60,51,4,4,0,0,1,1,0,0,7,18,0.078,0.217,0.137,0.354,-2.0,,7,3,2,0,0,0,,,2021,Left,Edwin Ríos
29,,36,P,11,26,24,0,0,0,0,0,1,0,0,0,15,0.0,0.0,0.0,0.0,-100.0,,0,0,0,1,1,0,,,2021,Right,Max Scherzer
21,,29,LF,12,31,25,2,3,0,0,0,2,0,0,6,12,0.12,0.29,0.12,0.41,16.0,,3,0,0,0,0,0,,,2021,Left,Yoshi Tsutsugo
16,,26,OF,33,72,66,5,12,1,0,2,4,0,0,2,25,0.182,0.25,0.288,0.538,43.0,,19,1,4,0,0,1,,,2021,Left,Luke Raley
20,,25,OF,18,34,26,5,5,2,0,1,4,0,0,8,14,0.192,0.382,0.385,0.767,106.0,,10,0,0,0,0,4,,,2021,Right,DJ Peters
28,,30,P,14,34,30,0,1,0,0,0,1,0,0,1,11,0.033,0.065,0.033,0.098,-73.0,,1,0,0,3,0,0,,,2021,Right,Trevor Bauer
22,,30,IF,9,15,11,2,3,1,0,0,0,0,0,3,1,0.273,0.467,0.364,0.83,127.0,,4,1,1,0,0,0,,,2021,Right,Andy Burns
23,,27,OF,6,10,10,2,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2021,Left,Zach Reks
24,,22,C,6,7,7,1,1,0,0,1,1,0,0,0,5,0.143,0.143,0.571,0.714,77.0,,4,0,0,0,0,0,,,2021,Both,Keibert Ruiz
25,,26,P,34,82,69,5,7,2,0,0,3,0,0,5,45,0.101,0.162,0.13,0.293,-20.0,,9,0,0,8,0,0,,,2021,Right,Walker Buehler
26,,24,P,30,70,59,5,12,2,0,0,9,0,0,0,22,0.203,0.217,0.237,0.454,21.0,,14,1,1,10,0,0,,,2021,Left,Julio Urías
14,,26,UT,60,172,158,19,34,9,0,7,29,1,1,10,50,0.215,0.263,0.405,0.668,75.0,,64,3,1,1,2,1,,,2021,Left,Zach McKinstry
15,,26,RF,37,98,82,8,12,2,1,1,7,0,0,14,24,0.146,0.276,0.232,0.507,38.0,,19,1,1,0,1,1,,,2021,Left,Billy McKinney
27,,33,P,21,39,36,2,8,0,0,0,3,0,0,1,11,0.222,0.243,0.222,0.465,26.0,,8,0,0,2,0,0,,,2021,Left,Clayton Kershaw
13,,41,1B,85,204,189,20,48,3,0,12,38,1,0,11,32,0.254,0.299,0.46,0.759,99.0,,87,10,2,0,2,2,,,2021,Right,Albert Pujols
12,,31,C,77,225,200,28,43,8,0,6,23,1,0,20,56,0.215,0.299,0.345,0.644,72.0,,69,6,4,1,0,1,,,2021,Right,Austin Barnes
11,,28,UT,120,234,204,35,55,4,1,7,40,2,2,20,44,0.27,0.363,0.402,0.765,104.0,,82,3,10,0,0,0,,,2021,Left,Matt Beaty
10,,23,MI,102,381,335,49,81,12,4,7,46,4,1,41,83,0.242,0.328,0.364,0.692,85.0,,122,3,3,0,2,3,,,2021,Left,Gavin Lux
9,,30,UT,148,582,507,92,129,25,4,20,73,13,1,63,167,0.254,0.344,0.438,0.782,107.0,,222,5,8,1,3,2,,,2021,Right,Chris Taylor
8,,28,RF,122,550,466,93,123,29,3,23,58,10,5,68,86,0.264,0.367,0.487,0.854,126.0,,227,5,11,0,5,2,,,2021,Right,Mookie Betts
7,,25,CF,95,350,315,39,52,9,2,10,36,3,1,31,94,0.165,0.24,0.302,0.542,44.0,,95,2,1,0,3,2,,,2021,Left,Cody Bellinger
6,,33,LF,117,422,384,53,114,27,1,21,69,9,1,30,80,0.297,0.355,0.536,0.892,134.0,,206,4,6,0,2,4,,,2021,Right,AJ Pollock
5,,36,3B,151,612,533,87,148,22,0,27,87,3,0,61,98,0.278,0.361,0.471,0.832,120.0,,251,12,12,0,6,0,,,2021,Right,Justin Turner
4,,27,SS,95,409,353,54,108,22,3,16,57,1,1,48,66,0.306,0.394,0.521,0.915,142.0,,184,8,5,0,3,2,,,2021,Left,Corey Seager
3,,28,2B,52,226,207,41,70,17,0,10,28,11,2,15,33,0.338,0.385,0.565,0.95,149.0,,117,5,2,0,2,2,,,2021,Right,Trea Turner
2,,30,1B,144,592,497,95,124,26,2,36,94,2,1,83,120,0.249,0.368,0.527,0.895,135.0,,262,7,11,0,1,5,,,2021,Left,Max Muncy
1,,26,C,130,501,414,71,107,19,2,25,76,3,0,58,101,0.258,0.365,0.495,0.86,127.0,,205,11,18,0,11,4,,,2021,Right,Will Smith
31,,35,P,37,18,15,1,4,1,0,0,2,0,0,0,3,0.267,0.25,0.333,0.583,54.0,,5,0,0,2,1,0,,,2021,Left,David Price
30,,27,P,17,19,17,2,3,1,0,0,0,0,0,1,8,0.176,0.222,0.235,0.458,23.0,,4,0,0,1,0,0,,,2021,Right,Tony Gonsolin
34,,23,P,3,4,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,,0,0,0,1,0,0,,,2021,Right,Dustin May
32,,26,P,20,16,15,1,0,0,0,0,0,0,0,1,11,0.0,0.063,0.0,0.063,-81.0,,0,0,0,0,0,0,,,2021,Right,Mitch White
47,,27,P,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,1,0,0,0,0,,,2021,Right,Yefry Ramírez
33,,23,P,14,5,5,1,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,8.0,,1,0,0,0,0,0,,,2021,Right,Edwin Uceta
61,,32,P,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2021,Right,Shane Greene
60,,26,P,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2021,Right,Conner Greene
59,,28,P,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2021,Left,Darién Núñez
58,,33,P,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2021,Right,Neftalí Feliz
57,,33,P,70,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2021,Right,Blake Treinen
56,,25,P,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2021,Left,Victor González
54,,32,P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2021,Right,Kevin Quackenbush
53,,32,P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2021,Left,Mike Kickham
52,,31,P,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2021,Left,Scott Alexander
51,,28,P,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2021,Right,Jake Reed
50,,29,P,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2021,Right,James Sherfy
49,,35,P,7,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2021,Right,Nate Jones
48,,33,P,66,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2021,Both,Kenley Jansen
55,,27,P,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2021,Left,Andrew Vasquez
46,,24,P,21,1,0,0,0,0,0,0,0,0,0,1,0,,1.0,,,,,0,0,0,0,0,0,,,2021,Left,Justin Bruihl
39,,32,P,26,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2021,Right,Jimmy Nelson
45,,22,P,34,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2021,Right,Brusdar Graterol
35,,25,P,41,4,3,0,0,0,0,0,0,0,0,1,3,0.0,0.25,0.0,0.25,-24.0,,0,0,0,0,0,0,,,2021,Left,Alex Vesia
36,,25,P,3,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2021,Right,Andre Jackson
38,,27,P,21,3,2,0,1,1,0,0,0,0,0,0,1,0.5,0.5,1.0,1.5,286.0,,2,0,0,1,0,0,,,2021,Right,Garrett Cleavinger
37,,25,P,55,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,79.0,,1,0,0,0,0,0,,,2021,Right,Phil Bickford
40,,33,P,46,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2021,Right,Joe Kelly
41,,23,P,2,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2021,Right,Josiah Gray
42,,26,P,7,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2021,Right,Evan Phillips
